名字,发表时间,分数,标题,连接
豆友201293436,2019/8/9 12:13,40,值得一看的上海堡垒,https://movie.douban.com/review/10387300
苍天吐血,2019/8/9 12:12,10,说实话，我就是瞎给的,https://movie.douban.com/review/10387297
恭喜通关,2019/8/9 12:11,50,上海堡垒,https://movie.douban.com/review/10387294
应小小,2019/8/9 12:11,10,强加中国味道 照搬国外素材lowb,https://movie.douban.com/review/10387291
韩小丫,2019/8/9 12:11,10,上海堡垒，原著粉很失望,https://movie.douban.com/review/10387289
小猪肉,2019/8/9 12:11,40,上海堡垒,https://movie.douban.com/review/10387288
两人一棉被,2019/8/9 12:08,10,这科幻片拍的没有05年的机器侠来的有诚意,https://movie.douban.com/review/10387280
想和你共赏日出,2019/8/9 12:06,50,上海堡垒影评,https://movie.douban.com/review/10387275
阳光普照,2019/8/9 12:04,10,不只是包场哦，一场电影我竟然把天天爱消除最后几关给通关了,https://movie.douban.com/review/10387267
一只医学狗,2019/8/9 12:04,50,上海堡垒观后感,https://movie.douban.com/review/10387265
Sagittarius,2019/8/9 12:03,50,值得一看,https://movie.douban.com/review/10387261
北苍梧,2019/8/9 12:01,40,上海堡垒观后感。。。。,https://movie.douban.com/review/10387257
单笙子,2019/8/9 12:01,10,船新版本,https://movie.douban.com/review/10387254
令如梦,2019/8/9 11:58,10,剧情魔改无法接受,https://movie.douban.com/review/10387240
如果当初,2019/8/9 11:57,50,国产科幻的崛起,https://movie.douban.com/review/10387236
雪之鸽,2019/8/9 11:55,50,深刻的感受,https://movie.douban.com/review/10387228
徐浩东,2019/8/9 11:52,10,不及格的剧作加上失败的选角,https://movie.douban.com/review/10387222
豆友19941007,2019/8/9 11:50,10,后悔买票看了,https://movie.douban.com/review/10387215
闲～,2019/8/9 11:48,10,辣鸡,https://movie.douban.com/review/10387210
筱寒,2019/8/9 11:45,10,现在再也不是流量的时代了。,https://movie.douban.com/review/10387199
佛系秃秃,2019/8/9 11:44,40,上海堡垒没你想得那么差,https://movie.douban.com/review/10387196
口袋电影君,2019/8/9 11:43,20,上海堡垒，拍给双性人看的科幻言情烂片！小鲜肉的好日子快到头了,https://movie.douban.com/review/10387193
努力加餐饭,2019/8/9 11:43,50,上海堡垒让我泪流不止,https://movie.douban.com/review/10387192
大宝贝,2019/8/9 11:43,50,观《上海堡垒》有感,https://movie.douban.com/review/10387190
卜卜酱,2019/8/9 11:42,40,刚刚看完上海堡垒，新鲜滚热辣的观后感,https://movie.douban.com/review/10387186
刘芮淇,2019/8/9 11:40,50,别用复联比较的好片,https://movie.douban.com/review/10387183
一口星球酥,2019/8/9 11:40,10,难看,https://movie.douban.com/review/10387179
昵称不需要,2019/8/9 11:39,50,上海堡垒影评,https://movie.douban.com/review/10387176
缘尽世间,2019/8/9 11:38,10,中国电影什么时候允许出现女同了？,https://movie.douban.com/review/10387173
Wjwwantsplay,2019/8/9 11:34,10,就灾难这个标签而言，这部电影做到了,https://movie.douban.com/review/10387161
DeasTFive,2019/8/9 11:34,10,走错方向的《上海堡垒》,https://movie.douban.com/review/10387158
蚕豆,2019/8/9 11:30,10,平衡评论区里看都没看打四星五星的憨憨,https://movie.douban.com/review/10387149
你的回眸，我吐,2019/8/9 11:29,20,预告片就说明一切了,https://movie.douban.com/review/10387146
轰炸大鱿鱼,2019/8/9 11:29,40,末日下的你我，上海堡垒背水一战！,https://movie.douban.com/review/10387145
轰炸大鱿鱼,2019/8/9 11:28,40,末日下的你我，上海堡垒背水一战！,https://movie.douban.com/review/10387141
红烧鸳鸯,2019/8/9 11:25,10,实乃佳作，不看后悔,https://movie.douban.com/review/10387125
吾本善良、奈何,2019/8/9 11:25,20,，,https://movie.douban.com/review/10387122
风城烟雨,2019/8/9 11:23,10,不要去看上海堡垒,https://movie.douban.com/review/10387112
诚远,2019/8/9 11:18,10,拿出电影票才有资格评价啊,https://movie.douban.com/review/10387093
白栀,2019/8/9 11:17,50,作为书粉想说的一些话,https://movie.douban.com/review/10387091
想吃肉,2019/8/9 11:10,50,偏见太大,https://movie.douban.com/review/10387055
洪荒一碧,2019/8/9 11:07,10,特效也就及格，剩下的都是垃圾,https://movie.douban.com/review/10387040
青春纪行,2019/8/9 11:03,20,观影体验很一般,https://movie.douban.com/review/10387034
箫疏篱畔,2019/8/9 11:03,10,流量刷票房的时代已经一去不返了,https://movie.douban.com/review/10387031
啊哈小样,2019/8/9 11:01,40,国产科幻片任重道远,https://movie.douban.com/review/10387026
慕久年,2019/8/9 10:59,50,简单说一下对评论区的意见而不是对电影的评价。,https://movie.douban.com/review/10387015
秦涛,2019/8/9 10:58,40,国产科幻+爱情片，中国科幻片崛起之路,https://movie.douban.com/review/10387008
adaimao333,2019/8/9 10:58,20,浪费大ip的不走心电影。,https://movie.douban.com/review/10387005
sunkey,2019/8/9 10:56,50,第二次看国内科幻片 感觉如下,https://movie.douban.com/review/10387001
无痕,2019/8/9 10:56,10,希望大亏,https://movie.douban.com/review/10387000
●,2019/8/9 10:53,20,上海堡垒，有鹿晗，无妨，但，呆电影院未到十五分钟，我就想赶紧滚出去，要不是外面天气太热的话！但是，在电影院听里面台词还好，偶见垃圾演员的垃圾演技的画面，就让所有变成败感！！！！！垃圾！！！,https://movie.douban.com/review/10386985
SOC-小泽,2019/8/9 10:52,10,庆祝江南老贼的书被毁了,https://movie.douban.com/review/10386981
小盒子,2019/8/9 10:52,40,关于《上海堡垒》我的一点看法,https://movie.douban.com/review/10386980
非常完美的假期,2019/8/9 10:50,40,电影上海堡垒，值得一看,https://movie.douban.com/review/10386975
是luoluo啊,2019/8/9 10:46,40,像流量明星演的电影，就得抛开粉丝和黑子，电影确实好看，我有辨别能力,https://movie.douban.com/review/10386961
。,2019/8/9 10:42,10,？？？？什么玩意,https://movie.douban.com/review/10386942
......,2019/8/9 10:40,30,除了粉丝和黑粉没人会这么早来评分,https://movie.douban.com/review/10386935
谁盗走了月光,2019/8/9 10:35,10,不好看,https://movie.douban.com/review/10386906
热浪星辰,2019/8/9 10:33,40,如果因为主演是小鲜肉就先入为主，跟键盘侠有什么区别？,https://movie.douban.com/review/10386894
kai,2019/8/9 10:25,50,真的值得看,https://movie.douban.com/review/10386867
莫辞,2019/8/9 10:23,50,说一些有争议的点，希望大家理智看待,https://movie.douban.com/review/10386860
依楼看雁归,2019/8/9 10:22,20,一盘乏味的大杂烩,https://movie.douban.com/review/10386854
物竹,2019/8/9 10:20,40,《上海堡垒》值得！都给我去看！,https://movie.douban.com/review/10386846
恩爱小夫妻,2019/8/9 10:19,40,上海堡垒可以二刷,https://movie.douban.com/review/10386840
青衣剑客,2019/8/9 10:18,50,《上海堡垒》，中国科幻战争的开始,https://movie.douban.com/review/10386839
火锅少女心,2019/8/9 10:17,50,希望中国科幻越来越好,https://movie.douban.com/review/10386836
葛格ggg,2019/8/9 10:17,40,上海堡垒，还不错,https://movie.douban.com/review/10386833
Asprincedier,2019/8/9 10:13,10,小说五颗星，电影一颗星。,https://movie.douban.com/review/10386811
凌晨,2019/8/9 10:12,30,[来自原著党的观后感：这波刀片可以省省了],https://movie.douban.com/review/10386809
鬼谷子,2019/8/9 10:12,50,《上海堡垒》还有一些真香,https://movie.douban.com/review/10386808
路飞不会飞,2019/8/9 10:12,10,看了点映，赶紧回去又看了一遍《流浪地球》安慰我受伤的心,https://movie.douban.com/review/10386807
show5240,2019/8/9 10:09,40,作为南大的死忠粉，谈谈小说与电影的差距,https://movie.douban.com/review/10386796
鹿音机,2019/8/9 10:08,50,《上海堡垒》非原著粉观后感，可圈可点。,https://movie.douban.com/review/10386789
不疯魔,2019/8/9 10:01,30,国产电影第一次正面迎战外星文明，值得二刷,https://movie.douban.com/review/10386763
Xx你最行,2019/8/9 9:53,40,值得一看,https://movie.douban.com/review/10386743
那个少年,2019/8/9 9:48,50,特效很燃,https://movie.douban.com/review/10386727
nodame,2019/8/9 9:39,50,上海堡垒提前观影,https://movie.douban.com/review/10386702
水行BLUE,2019/8/9 9:37,10,2019--中国科幻元年?,https://movie.douban.com/review/10386697
kevin,2019/8/9 9:35,40,上海堡垒即将开战，信息化战争仍有自我牺牲,https://movie.douban.com/review/10386694
仰暮尘相夕,2019/8/9 9:34,10,没啥说的,https://movie.douban.com/review/10386687
陈瑶,2019/8/9 9:33,40,其实这影片似乎更适合“勇气”这个主题,https://movie.douban.com/review/10386683
难得,2019/8/9 9:32,50,上海堡垒让我看到了中国科幻的未来,https://movie.douban.com/review/10386678
o姜惠梅o,2019/8/9 9:30,10,期待真香,https://movie.douban.com/review/10386668
MONICA_AIZHEN,2019/8/9 9:30,50,中国首部科幻战争爱情题材电影,https://movie.douban.com/review/10386667
豆友201400000,2019/8/9 9:27,10,20分钟一场的电影,https://movie.douban.com/review/10386660
凳子听音乐,2019/8/9 9:25,50,上海堡垒，真的值得一看吗？,https://movie.douban.com/review/10386654
狼谷隼,2019/8/9 9:19,50,我笑了,https://movie.douban.com/review/10386637
青蜀黍,2019/8/9 9:18,30,有些电影 你不用看 就能猜到结果！,https://movie.douban.com/review/10386635
曼彻斯特123,2019/8/9 9:16,10,我吐了,https://movie.douban.com/review/10386627
贾玲￣3￣,2019/8/9 9:15,50,国产特效，国产超级英雄,https://movie.douban.com/review/10386624
笙江尘,2019/8/9 9:15,40,上海堡垒，配得到一句鼓励,https://movie.douban.com/review/10386622
Yours-Z,2019/8/9 9:13,40,我们的家园和我的你，为什么不能同时拥有呢,https://movie.douban.com/review/10386619
浮生,2019/8/9 9:13,30,这一次，终于轮到中国人拯救全世界了！,https://movie.douban.com/review/10386618
攒一口袋星星,2019/8/9 9:10,50,上海堡垒,https://movie.douban.com/review/10386611
az想吃糖,2019/8/9 9:08,50,末日下的奔流,https://movie.douban.com/review/10386606
小小恸,2019/8/9 9:07,10,看到那么多五星好评，我惊讶了,https://movie.douban.com/review/10386603
宝宝鱼LJ,2019/8/9 9:07,50,为中国科幻加油，值得一看。,https://movie.douban.com/review/10386601
曈眼,2019/8/9 9:06,40,期待一下,https://movie.douban.com/review/10386593
豆友188462167,2019/8/9 9:06,50,加油,https://movie.douban.com/review/10386590
梦梦ML,2019/8/9 9:04,50,看了点映，真好,https://movie.douban.com/review/10386587
葡萄ei,2019/8/9 9:02,50,中国科幻战争的第一步，不负期待！,https://movie.douban.com/review/10386574
鹿芊儿,2019/8/9 9:00,50,有关电影《上海堡垒》的一些感想,https://movie.douban.com/review/10386566
仲秋廿八,2019/8/9 8:50,50,看过超前点映之后，有话想说……,https://movie.douban.com/review/10386541
呵呵呵,2019/8/9 8:48,10,你们删了我的评论，那又能怎样呢,https://movie.douban.com/review/10386531
狼谷隼,2019/8/9 8:48,50,上海堡垒好看吗  中国人打外星人好看吗,https://movie.douban.com/review/10386530
阑珊听雪,2019/8/9 8:45,10,别来破坏刚刚有好的苗头的中国电影市场了,https://movie.douban.com/review/10386525
浩斓弦风,2019/8/9 8:37,10,烂到极致的科幻言情狗血片,https://movie.douban.com/review/10386517
好好吃饭,2019/8/9 8:16,50,东方式的含蓄和隐忍（剧透,https://movie.douban.com/review/10386478
心海,2019/8/9 8:10,10,臭不要脸的水军请停止你们的秀下限,https://movie.douban.com/review/10386473
旺旺碎冰冰,2019/8/9 8:08,50,中国科幻加油,https://movie.douban.com/review/10386471
隔音耳机,2019/8/9 7:43,40,世界末日，我们没时间谈恋爱了,https://movie.douban.com/review/10386452
弗洛伊德,2019/8/9 7:33,50,中国第一部科幻战争片 满满的震撼与诚意,https://movie.douban.com/review/10386440
隐藏者,2019/8/9 7:14,40,我怀疑我和你们看的不是一个电影,https://movie.douban.com/review/10386428
孩子你应该吃药,2019/8/9 7:08,20,东方明珠电视塔真的是上海的标志性建筑物吗？,https://movie.douban.com/review/10386421
焚琴煮鹤,2019/8/9 6:53,10,憎恨万恶的资本横行的影视圈,https://movie.douban.com/review/10386410
不过一个人,2019/8/9 6:42,40,一点小小的感想,https://movie.douban.com/review/10386404
易燃易爆危险品,2019/8/9 6:25,50,3?给电影，1?给主创，1?给演员,https://movie.douban.com/review/10386398
日青木乐77,2019/8/9 4:11,50,中国式科幻，来日可期,https://movie.douban.com/review/10386342
星,2019/8/9 3:08,50,江洋vs云天明,https://movie.douban.com/review/10386297
芒果味八喜,2019/8/9 2:36,50,感谢上海堡垒让我对国产科幻片有了更多方面的期待。,https://movie.douban.com/review/10386263
莫问前程,2019/8/9 2:16,40,确实是国产科幻战争片,https://movie.douban.com/review/10386246
Vicki,2019/8/9 2:01,50,可以二刷的电影,https://movie.douban.com/review/10386225
啊懵,2019/8/9 1:56,50,如果距离世界末日只有五分钟,https://movie.douban.com/review/10386215
Kan&#39;s,2019/8/9 1:48,50,每一個男生，年輕時都會遇到一輩子難以忘懷的姐姐。。。,https://movie.douban.com/review/10386206
奚山,2019/8/9 1:44,50,推荐观看,https://movie.douban.com/review/10386203
Aries-yue,2019/8/9 1:26,50,一部诚意满满的大作,https://movie.douban.com/review/10386165
难逸仙,2019/8/9 1:22,50,可以放心看！中国科幻雄起！！,https://movie.douban.com/review/10386157
焚琴,2019/8/9 1:10,40,科幻迷老难了科幻迷上辈子是数学题,https://movie.douban.com/review/10386136
jessie,2019/8/9 1:09,50,《上海堡垒》诚意之作,https://movie.douban.com/review/10386134
大仙光波,2019/8/9 1:00,40,不迷科幻，不迷江南，不迷鹿晗。《上海堡垒》为什么把我看哭了?,https://movie.douban.com/review/10386111
amalwaysoncall,2019/8/9 0:58,50,0809就看上海堡垒！,https://movie.douban.com/review/10386109
别安利没结果,2019/8/9 0:50,50,今年的第二部科幻片，我认认真真看完了,https://movie.douban.com/review/10386090
好想吃糖。,2019/8/9 0:48,50,特效很棒！中国科幻电影加油。,https://movie.douban.com/review/10386087
双宝,2019/8/9 0:47,50,中国第一部战争科幻电影,https://movie.douban.com/review/10386086
酱酱小可爱,2019/8/9 0:44,40,耗时六年，上海堡垒究竟交出了一份怎样的答卷？,https://movie.douban.com/review/10386078
小海仙yy,2019/8/9 0:35,40,放下成见的收获,https://movie.douban.com/review/10386051
阳泉,2019/8/9 0:33,50,中国大陆第一次做科幻战争片，有点期待,https://movie.douban.com/review/10386042
呼噜猫,2019/8/9 0:33,50,林澜，江洋他真的喜欢你,https://movie.douban.com/review/10386040
而已,2019/8/9 0:32,50,唯一的遗憾是我之前未曾到过上海！不然看到全塌了一定会更震撼！,https://movie.douban.com/review/10386034
不用记得我,2019/8/9 0:30,50,大家会看到科幻的魅力的,https://movie.douban.com/review/10386023
丁当,2019/8/9 0:29,50,支持国产科幻,https://movie.douban.com/review/10386021
奔跑的蜗牛,2019/8/9 0:29,50,向我开炮：孤注一掷的奔赴，最先丢弃的是退路,https://movie.douban.com/review/10386020
不能告诉你,2019/8/9 0:27,10,大失所望，哎。,https://movie.douban.com/review/10386016
